income,name_email_similarity,foreign_request,device_os,source,email_is_free,zip_count_4w,keep_alive_session,phone_home_valid,phone_mobile_valid,device_distinct_emails_8w,proposed_credit_limit,employment_status,customer_age,month,fraud_bool
0.6000000000000001,0.1540977073416483,0,windows,INTERNET,1,966,1,1,1,1,200.0,CA,40,7,0
0.7000000000000001,0.7296218812076432,0,windows,INTERNET,0,2090,1,1,0,1,1500.0,CA,50,1,0
0.8,0.0656298192804525,0,linux,INTERNET,0,1761,0,1,0,1,200.0,CB,40,1,0
0.1,0.8476391628140705,0,linux,INTERNET,1,1124,1,1,1,1,200.0,CF,30,1,0
0.8,0.4563831560165067,0,windows,INTERNET,1,2840,0,1,0,1,500.0,CA,50,0,0
0.5,0.4404474745971556,0,linux,INTERNET,1,461,1,0,1,1,200.0,CA,30,6,0
0.7000000000000001,0.8579232415114739,0,macintosh,INTERNET,1,616,0,0,1,1,1000.0,CA,30,2,0
0.7000000000000001,0.5262865587777331,0,linux,INTERNET,1,235,0,0,1,1,200.0,CA,30,2,0
0.8,0.9012457881863508,0,windows,INTERNET,1,1652,1,0,1,1,500.0,CA,40,0,0
0.6000000000000001,0.4429124531077081,0,other,INTERNET,0,2102,1,0,1,1,1000.0,CA,30,2,0
0.8,0.8039041082671148,0,other,INTERNET,0,1647,1,1,0,1,200.0,CA,20,4,0
0.9,0.4513666535884519,0,other,INTERNET,0,1201,1,0,1,1,1500.0,CA,30,1,0
0.8,0.2224223146960056,0,other,INTERNET,1,2465,1,0,1,1,200.0,CE,40,6,0
0.8,0.9078112884623428,1,other,INTERNET,0,685,0,1,1,1,500.0,CA,30,6,0
0.8,0.0799286319611448,1,other,INTERNET,0,1377,0,1,1,1,200.0,CA,30,1,0
0.5,0.7408740629245709,0,linux,INTERNET,1,633,0,0,1,1,200.0,CA,40,3,0
0.3,0.6051729595035255,0,linux,INTERNET,0,1247,1,1,0,1,1000.0,CA,30,3,0
0.8,0.6101839935706043,0,other,INTERNET,0,1806,0,0,1,1,200.0,CA,30,2,0
0.7000000000000001,0.2274334645994588,0,other,INTERNET,1,671,1,0,1,1,200.0,CA,30,2,0
0.1,0.314289149351414,0,windows,INTERNET,0,2827,1,0,1,1,200.0,CA,40,3,0
0.6000000000000001,0.283182738881077,0,other,INTERNET,0,1226,0,1,1,1,200.0,CA,40,6,0
0.8,0.0587133304723256,0,linux,INTERNET,0,2992,1,0,1,1,200.0,CA,40,4,0
0.7000000000000001,0.1691305774454917,0,other,INTERNET,0,526,1,0,1,1,200.0,CA,50,3,0
0.4,0.4892792924308652,0,linux,INTERNET,0,1746,1,1,0,1,200.0,CC,50,1,0
0.1,0.2404466495539916,0,other,INTERNET,0,1380,1,1,1,1,200.0,CB,40,1,0
0.5,0.2780175814967618,0,linux,INTERNET,0,3675,1,1,1,1,500.0,CA,50,6,0
0.1,0.298076765026649,0,other,INTERNET,1,549,1,0,1,1,200.0,CA,30,7,0
0.9,0.3741006446409689,0,linux,INTERNET,0,1437,0,1,1,1,200.0,CA,40,7,0
0.7000000000000001,0.9981780384443516,0,other,INTERNET,0,741,1,0,1,1,200.0,CB,20,0,0
0.6000000000000001,0.5489914528477078,0,windows,INTERNET,1,1104,1,0,1,1,200.0,CD,40,6,0
0.6000000000000001,0.345389399227476,0,macintosh,INTERNET,1,802,0,0,1,1,500.0,CA,20,4,0
0.1,0.48026454034463,0,linux,INTERNET,0,1039,0,0,1,1,1500.0,CA,20,2,0
0.9,0.1464168726873149,0,windows,INTERNET,0,2891,0,0,1,1,500.0,CA,20,2,0
0.8,0.3543718562666916,0,linux,INTERNET,1,652,1,1,1,1,200.0,CA,30,1,0
0.8,0.1508877045050601,0,linux,INTERNET,1,1125,1,1,1,1,200.0,CA,50,4,0
0.6000000000000001,0.0792206617019646,0,linux,INTERNET,1,1916,0,0,1,1,200.0,CA,30,0,0
0.9,0.26884646785752,0,macintosh,INTERNET,0,9,1,1,1,1,990.0,CA,10,7,0
0.9,0.6799246326952119,0,windows,INTERNET,1,1041,0,1,1,1,200.0,CA,50,3,0
0.8,0.2916418441693198,0,other,INTERNET,0,950,1,1,1,1,200.0,CA,20,7,0
0.1,0.8381283963931498,0,other,INTERNET,0,1487,1,1,1,1,1000.0,CB,20,4,0
0.5,0.2910882802938085,0,other,INTERNET,0,1758,1,1,1,1,200.0,CA,20,4,0
0.8,0.9109283007042964,0,windows,INTERNET,0,4597,0,0,0,1,1500.0,CB,40,0,0
0.9,0.7189550030462151,0,linux,INTERNET,1,4430,0,1,1,1,1500.0,CA,40,1,0
0.9,0.8398527788396949,0,other,INTERNET,1,919,1,1,1,1,200.0,CA,10,5,0
0.8,0.8288971334067546,0,linux,INTERNET,1,1960,1,0,1,1,990.0,CA,40,3,0
0.1,0.8970570581502378,0,other,INTERNET,1,1231,1,0,1,1,500.0,CA,10,2,0
0.9,0.2706117460927219,0,other,INTERNET,0,1478,0,0,1,1,1500.0,CA,30,5,0
0.6000000000000001,0.4436191911382547,0,other,INTERNET,0,1782,0,0,1,1,1500.0,CD,30,1,0
0.8,0.2012801126808416,0,other,INTERNET,0,973,1,1,1,1,200.0,CA,40,2,0
0.1,0.5790854460938261,0,linux,INTERNET,0,2139,1,0,0,1,200.0,CA,30,0,0
0.2,0.5765107371209229,0,windows,INTERNET,0,1319,0,0,1,1,200.0,CA,50,1,0
0.7000000000000001,0.2659855033725986,0,other,INTERNET,1,691,1,1,1,1,200.0,CA,20,5,0
0.1,0.6855352943606215,0,linux,INTERNET,0,1657,1,1,1,1,200.0,CA,20,2,0
0.8,0.9103519520697758,0,other,INTERNET,0,1325,1,1,0,1,1000.0,CA,30,5,0
0.8,0.9214721001591308,0,other,INTERNET,1,1085,1,1,1,1,200.0,CA,40,7,0
0.7000000000000001,0.6063545487479451,0,other,INTERNET,0,1532,1,0,1,1,1500.0,CA,40,7,0
0.7000000000000001,0.9943132567128352,0,linux,INTERNET,1,909,1,0,1,1,200.0,CB,30,1,0
0.2,0.0452931823319384,0,other,INTERNET,1,1045,1,1,0,1,200.0,CF,30,0,0
0.3,0.2743892982675601,0,other,INTERNET,1,1330,0,0,0,2,200.0,CA,50,2,0
0.4,0.0749200075962382,0,linux,INTERNET,1,2175,0,0,1,1,200.0,CF,40,3,0
0.1,0.8316786413332496,0,other,INTERNET,0,702,1,0,1,1,1500.0,CA,30,1,0
0.6000000000000001,0.1105765718463902,0,linux,INTERNET,0,570,1,0,1,1,200.0,CA,20,1,0
0.3,0.1152690957849423,0,windows,INTERNET,1,2063,1,1,1,1,200.0,CA,20,2,0
0.8,0.0513534930480406,0,other,INTERNET,1,328,0,0,1,1,200.0,CB,30,3,0
0.5,0.1820866870622723,0,other,INTERNET,0,1044,0,0,1,1,200.0,CA,40,4,0
0.4,0.7668928994675479,0,windows,INTERNET,0,586,1,1,1,1,1500.0,CA,50,4,0
0.1,0.479276193295361,0,windows,INTERNET,1,656,1,0,1,1,1000.0,CD,30,4,0
0.6000000000000001,0.6079652113073666,0,linux,INTERNET,1,1093,1,0,1,1,200.0,CB,20,1,0
0.9,0.6650719870040378,0,other,INTERNET,1,2054,1,1,1,1,500.0,CA,30,5,0
0.9,0.266591266015754,1,other,INTERNET,0,1411,1,0,1,1,200.0,CB,20,1,0
0.6000000000000001,0.7280356037210682,0,windows,INTERNET,0,1334,0,0,1,1,500.0,CA,20,3,0
0.7000000000000001,0.9020833928875898,0,windows,INTERNET,1,1515,1,1,1,1,1500.0,CA,20,0,0
0.9,0.7345372374787555,0,linux,INTERNET,1,403,0,0,1,1,1000.0,CA,40,3,0
0.8,0.0700417842739553,0,other,INTERNET,1,1973,0,0,1,1,200.0,CB,30,3,0
0.1,0.4402618738802701,0,other,INTERNET,1,614,1,0,1,1,200.0,CD,30,3,0
0.2,0.2634131091566463,0,linux,INTERNET,1,683,1,0,1,1,200.0,CA,30,7,0
0.6000000000000001,0.5360397711273436,0,linux,INTERNET,0,582,0,0,1,1,1000.0,CA,30,6,0
0.4,0.4027485232640025,0,other,INTERNET,0,1133,1,0,1,1,500.0,CA,50,4,0
0.6000000000000001,0.6588373794361071,0,other,INTERNET,0,1007,0,0,1,1,200.0,CE,20,5,0
0.8,0.2650835700566441,0,other,INTERNET,0,334,0,0,1,1,200.0,CA,20,2,0
0.9,0.9959869658500607,0,other,INTERNET,0,857,0,1,1,1,1000.0,CA,30,4,0
0.7000000000000001,0.4532775213191863,0,windows,INTERNET,1,546,0,1,1,1,200.0,CA,40,4,0
0.7000000000000001,0.1126632463888096,0,macintosh,INTERNET,0,693,0,0,1,1,200.0,CA,30,4,0
0.3,0.6279912042643538,0,linux,INTERNET,1,2211,0,0,1,1,200.0,CB,60,0,0
0.6000000000000001,0.9184626638388974,0,windows,INTERNET,0,821,0,1,0,1,500.0,CE,20,2,0
0.9,0.61218159840015,0,windows,INTERNET,1,1235,0,1,1,1,1500.0,CA,40,1,0
0.9,0.1016886788985421,0,other,INTERNET,0,2134,1,0,1,1,1000.0,CA,50,2,0
0.1,0.5049930059472519,0,linux,INTERNET,1,3412,1,0,1,1,200.0,CA,20,0,0
0.2,0.7048503248797006,0,linux,INTERNET,1,3411,0,1,0,1,200.0,CA,40,1,0
0.1,0.5705927543103072,0,windows,INTERNET,1,3489,0,0,1,1,200.0,CA,20,3,0
0.1,0.5739245061588137,1,other,INTERNET,0,2416,1,1,0,1,200.0,CA,20,1,0
0.8,0.9011294228886272,0,other,INTERNET,0,553,0,0,1,1,500.0,CA,50,4,0
0.4,0.7086814881585757,0,windows,INTERNET,1,930,1,0,1,1,200.0,CA,30,6,0
0.7000000000000001,0.9918684946295312,0,windows,INTERNET,1,1450,1,1,1,1,200.0,CA,40,7,0
0.2,0.8166218770707634,0,windows,INTERNET,1,2519,1,1,1,1,200.0,CA,20,4,0
0.7000000000000001,0.7035059931219736,0,other,INTERNET,1,1143,1,0,1,1,200.0,CA,50,5,0
0.6000000000000001,0.0027812718859343,0,other,INTERNET,1,3791,1,1,1,1,200.0,CA,30,3,0
0.6000000000000001,0.8032118211282956,0,other,INTERNET,1,1718,0,1,1,1,1000.0,CA,50,3,0
0.8,0.8932626769788786,0,linux,INTERNET,1,538,1,0,1,1,200.0,CA,20,3,0
0.2,0.5956891691528448,0,linux,INTERNET,0,604,1,1,1,1,200.0,CB,40,7,0
0.1,0.6854658347561584,0,windows,INTERNET,1,1570,1,1,0,1,200.0,CD,40,4,0
0.8,0.3603871215904349,0,windows,INTERNET,0,2094,1,0,1,1,1000.0,CB,30,6,0
0.9,0.9992261163695144,0,windows,INTERNET,0,1089,0,1,1,1,200.0,CA,50,7,0
0.9,0.7099224374233908,0,linux,INTERNET,1,1170,1,1,1,1,200.0,CA,40,2,0
0.4,0.4970979501806898,0,macintosh,INTERNET,0,1300,1,0,1,1,200.0,CB,50,4,0
0.8,0.0304921491214947,0,other,INTERNET,1,1181,1,0,1,1,200.0,CE,30,3,0
0.9,0.5700218050317181,0,linux,INTERNET,1,1031,1,0,1,1,200.0,CB,40,6,0
0.9,0.9247018623510592,0,linux,INTERNET,1,1412,0,0,1,1,200.0,CB,40,2,0
0.2,0.0023851914635475,0,macintosh,INTERNET,0,680,0,1,1,1,200.0,CA,30,3,0
0.1,0.9344801681009468,0,windows,INTERNET,0,2056,1,1,1,1,200.0,CA,20,3,0
0.1,0.9379430168499604,0,macintosh,INTERNET,1,750,1,0,1,1,200.0,CE,10,5,0
0.8,0.9276197338321428,0,windows,INTERNET,0,1163,1,1,0,2,200.0,CD,60,0,0
0.1,0.0362557167570065,0,other,INTERNET,1,1134,1,1,1,1,1500.0,CA,50,3,0
0.6000000000000001,0.8770256589949826,0,linux,INTERNET,0,3762,1,1,1,1,200.0,CC,60,0,0
0.1,0.9904894956676608,0,windows,INTERNET,1,1452,1,1,1,1,1000.0,CA,30,4,0
0.4,0.5077557490232592,0,other,INTERNET,1,2659,1,0,1,2,1500.0,CA,50,2,0
0.6000000000000001,0.1069859517315931,0,macintosh,INTERNET,1,3170,0,1,1,1,200.0,CA,30,4,0
0.7000000000000001,0.9235965762957556,0,windows,INTERNET,0,2372,0,0,1,1,200.0,CA,40,1,0
0.1,0.3957839881955285,0,linux,INTERNET,1,1542,1,0,1,1,200.0,CA,30,3,0
0.8,0.0130422648935667,0,linux,INTERNET,1,1172,0,1,1,1,200.0,CB,40,4,0
0.1,0.7859430765716948,0,other,INTERNET,1,1239,1,1,1,1,200.0,CF,20,4,0
0.9,0.7447254112190173,0,linux,INTERNET,1,1282,0,1,1,1,1500.0,CA,20,2,0
0.8,0.3722942655342445,0,other,INTERNET,0,3523,1,0,1,1,500.0,CA,30,4,0
0.8,0.2490461455473713,0,linux,INTERNET,0,744,1,1,1,1,200.0,CA,30,6,0
0.1,0.6196813998521271,0,linux,INTERNET,1,2328,1,1,0,1,1000.0,CA,40,3,0
0.4,0.6897951182909222,0,linux,INTERNET,1,1638,0,1,1,1,200.0,CB,20,0,0
0.6000000000000001,0.1229928205156872,0,windows,INTERNET,0,978,0,0,1,1,200.0,CA,30,2,0
0.9,0.0272305470536052,0,linux,INTERNET,1,747,1,1,1,1,500.0,CA,40,5,0
0.8,0.7049840672973018,0,linux,INTERNET,0,1517,0,1,1,1,200.0,CA,20,7,0
0.2,0.4204808567564521,0,other,INTERNET,0,1973,1,0,1,1,200.0,CF,30,0,0
0.5,0.6704187332632672,0,other,INTERNET,0,741,1,1,1,1,1000.0,CA,30,5,0
0.2,0.0696385159917899,0,windows,INTERNET,1,1161,0,1,1,1,500.0,CA,40,3,0
0.9,0.1460332577814853,0,linux,INTERNET,1,1285,1,0,1,1,1500.0,CA,40,3,0
0.1,0.8804163467597381,0,other,INTERNET,0,1276,0,0,1,1,1500.0,CA,30,0,0
0.7000000000000001,0.5185059309335057,0,linux,INTERNET,0,536,1,1,1,1,200.0,CA,40,7,0
0.1,0.5188677755859314,0,other,INTERNET,0,1062,0,1,1,1,200.0,CA,30,5,0
0.5,0.0926447515445457,0,other,INTERNET,0,2031,1,0,1,1,200.0,CA,50,0,0
0.5,0.7239661408496191,0,linux,INTERNET,0,1263,1,1,1,2,200.0,CA,30,0,0
0.8,0.3207421303924372,0,linux,INTERNET,1,955,1,1,1,1,200.0,CC,50,3,0
0.8,0.9062925170086652,0,other,INTERNET,1,1184,1,1,1,1,200.0,CA,40,7,0
0.7000000000000001,0.7987141740932172,0,other,INTERNET,1,908,1,0,1,1,500.0,CA,20,6,0
0.8,0.1382703929709727,0,linux,INTERNET,0,573,1,0,1,1,500.0,CA,20,4,0
0.1,0.3740725252874817,0,other,INTERNET,0,1398,1,0,1,1,200.0,CB,30,2,0
0.7000000000000001,0.8223895548536883,0,other,INTERNET,0,1054,1,0,1,1,1500.0,CA,30,0,0
0.9,0.103810062813411,0,other,INTERNET,0,822,0,1,1,1,1000.0,CA,40,7,0
0.7000000000000001,0.0715487597065087,0,linux,INTERNET,0,699,0,0,1,1,200.0,CB,30,3,0
0.9,0.8586689559742877,0,other,INTERNET,1,1725,1,1,1,1,500.0,CA,40,2,0
0.6000000000000001,0.3999871396870515,0,other,INTERNET,1,885,0,0,1,1,500.0,CA,30,4,0
0.4,0.8077592372579832,0,linux,INTERNET,0,3333,1,1,1,1,200.0,CB,30,3,0
0.8,0.039830785512212,0,linux,INTERNET,1,1231,0,0,1,1,200.0,CA,30,4,0
0.1,0.8345092067751276,0,windows,INTERNET,1,1011,1,0,1,1,200.0,CA,30,2,0
0.8,0.0732558984577639,0,linux,INTERNET,1,1088,1,1,1,1,200.0,CB,60,0,0
0.9,0.7759438987920227,0,other,INTERNET,0,1426,0,0,1,1,200.0,CE,20,0,0
0.8,0.5101171912766842,0,other,INTERNET,0,807,1,0,1,1,510.0,CA,50,2,0
0.2,0.3842447199598434,0,linux,INTERNET,1,544,1,1,1,1,200.0,CA,30,3,0
0.9,0.7222380603362561,0,linux,INTERNET,1,1500,0,1,1,1,200.0,CA,20,7,0
0.1,0.06191910575485,0,windows,INTERNET,1,932,0,1,0,2,200.0,CC,50,2,0
0.1,0.3916157521861983,0,linux,INTERNET,1,5240,1,1,1,1,200.0,CA,40,1,0
0.8,0.6689300421649055,0,windows,INTERNET,0,965,1,0,1,1,1000.0,CA,20,5,0
0.7000000000000001,0.1389505545686025,0,other,TELEAPP,0,2691,0,0,1,1,200.0,CA,20,0,0
0.8,0.3321138317900432,0,other,INTERNET,1,2548,1,0,1,1,200.0,CA,20,1,0
0.8,0.7630820997467258,0,windows,INTERNET,1,1003,1,1,1,1,200.0,CA,40,2,0
0.7000000000000001,0.2166602111247676,0,linux,INTERNET,1,1476,1,0,1,1,200.0,CB,40,7,0
0.1,0.0140132112390106,0,linux,INTERNET,1,729,0,0,1,1,500.0,CA,30,3,0
0.8,0.9977141317078024,0,linux,INTERNET,0,1350,1,1,0,1,1000.0,CB,20,2,0
0.6000000000000001,0.1342776004808823,0,windows,INTERNET,1,1615,0,0,1,1,200.0,CA,30,1,0
0.1,0.988990973779053,0,other,INTERNET,0,1117,0,1,1,1,200.0,CA,20,0,0
0.6000000000000001,0.5619277158244504,0,linux,INTERNET,1,2636,1,0,1,1,1000.0,CD,30,1,0
0.9,0.8454946290443249,0,windows,INTERNET,0,728,1,0,1,1,1000.0,CA,50,4,0
0.1,0.1531537209838372,0,other,INTERNET,1,3339,1,1,1,1,1000.0,CA,20,1,0
0.1,0.6228345258374695,0,windows,INTERNET,1,907,1,1,1,1,200.0,CA,40,2,0
0.9,0.910328837934518,0,other,INTERNET,1,556,0,1,1,1,1000.0,CA,40,7,0
0.6000000000000001,0.1810634044001522,0,other,INTERNET,0,855,1,1,1,1,200.0,CA,40,7,0
0.9,0.928113600042643,0,other,INTERNET,0,1087,1,1,0,1,200.0,CA,40,5,0
0.1,0.1611557518335203,0,windows,INTERNET,0,3241,0,0,1,1,200.0,CA,60,1,0
0.3,0.6657024028771685,0,linux,INTERNET,1,2183,1,0,1,1,200.0,CA,20,2,0
0.5,0.564318201217151,0,windows,INTERNET,1,1283,0,0,1,1,500.0,CA,50,4,0
0.3,0.7676809384859778,0,other,INTERNET,0,2932,0,0,1,0,200.0,CD,40,1,0
0.9,0.0346146759492541,0,other,INTERNET,0,1141,1,1,1,1,200.0,CF,60,0,0
0.8,0.1103862878058146,0,other,INTERNET,0,2849,1,0,1,1,200.0,CB,30,2,0
0.7000000000000001,0.9093722863147864,0,other,INTERNET,0,813,0,0,1,1,200.0,CA,30,0,0
0.1,0.2317295710198535,0,x11,INTERNET,0,2941,1,1,1,1,200.0,CB,30,2,0
0.4,0.5058879513156643,0,linux,INTERNET,1,2089,1,0,1,1,200.0,CB,50,2,0
